,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
13,0.281158289090052,-0.22054183060626725,0.17087063010875256,0.17305087214677295,-0.4334086868219703,0.12453731584601734,0.09262239374944858,0.21659973092424137,0.38700955808025306,-0.23047162647072036,-0.06185395178396634,0.06359541838843821,-0.03492827142110811,-0.21964836576991315,-0.1298051353884094,-0.12025445962908157
14,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,5.204170427930421e-17
15,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
16,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0
17,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0
18,-0.3368516196701301,-0.30581667749274466,0.13050252240085616,-0.07807055504736397,0.08637947012724123,-0.126795955096933,0.24851172172790376,-0.10760942237342902,0.42408520397481164,-0.027051036263991746,0.029639922414738618,0.09975818440433398,0.5835561106423135,0.3755752415278521,1.942890293094024e-16,1.249000902703301e-16
19,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0
20,0.048412917587408774,0.050256277854210406,-0.4682755456893128,-0.1620032764397365,0.03720615809721927,0.03934020349766848,-0.08063405911092117,-0.165312155319838,0.05462295370433025,0.0678286301030252,-0.1829524877312737,0.429434658310529,-0.10139443835860805,0.22521930170468465,-0.17015853403274395,-0.2156406251093501
21,0.09331990142738392,-0.006333726166437724,-0.0659185788602294,0.000654955649310809,0.04508544908743745,-0.1958289139748341,0.20278208541040202,0.3939127858270029,-0.36383098319356977,-0.04570850656425662,-0.25207096471292234,0.2175016764173698,0.3985154522931921,-0.2457604927665941,0.0003207965105293184,-0.24068958629560017
22,-0.0004863471962503231,0.0248944362317522,0.1956844189821767,-0.37477887052554576,0.15019213781392834,-0.289485378827489,-0.2090348353117489,0.21351156463245374,0.028679925509121833,0.4656580433699293,0.16089470423625038,-0.046039951182746716,-0.01020206344817808,-0.042312679374859274,-0.13293514102866213,-0.11201116603388393
23,0.12059776379134537,-0.32795714063453046,0.03783341361357044,0.10801613970858286,0.11879869746432342,0.16794595861615197,-0.08626512448546259,0.03654090274449981,-0.040268630129118514,0.1835726482689352,-0.12546257848163309,-0.15189988534960083,-0.024229399813128633,0.09394065857813802,-0.08065204529001047,0.10645771089574489
24,0.0754383760737522,-0.09391473400973172,0.11729068727152296,0.01349419831827244,0.38546229894762435,0.3184051907614505,0.44017937367875604,-0.027731147664104245,0.07009857871282274,-0.12681143834100678,0.10910380648765497,0.40058104277200124,-0.2608360528820368,-0.12514279017342847,-0.0031300056402531196,0.008243293595197515
25,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0
26,0.1883788082334548,0.027071205652399774,-0.10562849345436022,0.02346400908490737,0.21648562393893064,-0.23438790083717886,0.0065813073097039775,0.5248288592776716,0.03323346892676139,-0.4144886280221731,0.1525615763261475,-0.14250437995054946,-0.22345288606491415,0.5553028598251964,4.371503159461554e-16,-3.7643499428696714e-16
27,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0
28,0.38360795010997917,0.1239420559566347,-0.10426404596419861,0.0907644770315077,0.06271135593845284,0.2952949327720635,-0.08420523621412995,0.1733861264221141,-0.20555524487598706,0.0913565870007115,0.2190971450324757,0.15821584628658153,0.5274262049254267,0.05061184309689389,-0.0003207965105296723,0.24068958629560086
29,-0.4003942540067839,-0.018215541352007467,-0.00516582471619011,0.2243167476941955,-0.11286666933685559,0.15960250288185165,-0.08752953637050098,0.1325647221788162,-0.1783373698597316,-0.11431702520636608,0.2048053995845166,-0.0925402362194061,0.04758034952195056,-0.022153929272210025,0.17145807493214704,-0.3965331117901916
30,-0.02101120832053284,-0.059054165739986425,0.10926620072611415,-0.281240272006345,0.06600685840823325,-0.26158611115957586,-0.08400633237521046,-0.04275310562184627,-0.0243460520310487,-0.38881526219518614,-0.010055200976557394,0.022403206134372168,0.05272116602820421,-0.3111040159387994,0.0873664251225176,0.4729215403671559
